series,predicted,residual
point,287.9114187772602,-2.9114187772602236
point,269.28318210315564,0.7168178968443613
point,259.9690637661034,0.030936233896625254
point,287.9114187772602,-10.911418777260224
point,286.20383041546734,-0.20383041546733693
point,284.65147735929196,11.34852264070804
point,283.0991243031165,-14.099124303116525
point,287.9114187772602,5.088581222739776
point,287.60094816602515,-99.80094816602514
point,287.13524224917256,-163.73524224917256
point,286.35906572108485,10.940934278915165
point,284.80671266490947,-26.80671266490947
point,287.9114187772602,-27.011418777260246
point,280.14965349638334,37.950346503616686
