target,MAE,MSE,RMSE,R2,Adj_R2,MAPE_percent,MedianAE,ExplainedVariance
Rct_initial_ohm,78.43587014564805,13903.758411124401,117.91419936175797,0.2428479701750822,0.22739588793375742,106.54351594732194,77.5958885216848,0.24284800375159787
ICE_percent,8.819405554201415,159.3836398411521,12.624723357014684,0.3172103640750492,0.3032758817092339,19.0557280300236,6.3514897433977,0.31721036452243234
Initial Reversible Capacity_mAh_g at 0.1C,51.76136689593978,6726.144752708734,82.01307671773284,0.30322704997417693,0.2890071938512009,40.40101371595181,28.053404477592437,0.3032272420329404
Highest Capacity Retention_percent,9.293284388227931,178.95451235580754,13.377388099169716,0.38041304284733757,0.36776841106871183,14.20819471335664,7.0339533551550915,0.3804130916550036
OVERALL_MEAN,37.077481746004295,5242.060329007524,56.4823468839188,0.31092460676791145,0.296861843640726,45.0521131016635,29.75868402445751,0.3109246754904935
