series,value
raw_sample,50.0
raw_sample,37.0
raw_sample,27.0
raw_sample,97.0
raw_sample,96.0
raw_sample,96.1
raw_sample,95.0
raw_sample,77.0
raw_sample,78.0
raw_sample,79.0
raw_sample,82.0
raw_sample,80.0
raw_sample,82.8
raw_sample,83.0
