series,residual
residual_sample,3.5553747084475305
residual_sample,0.024824933637859203
residual_sample,0.1338055292402771
residual_sample,-26.74462529155247
residual_sample,-17.36973587508444
residual_sample,-11.106395445773751
residual_sample,-4.6641972289588995
residual_sample,30.13537470844753
residual_sample,3.234647981999146
residual_sample,5.351421901925448
residual_sample,8.567998443307399
residual_sample,17.963709060624804
residual_sample,-10.624625291554807
residual_sample,1.7528410408130952
