series,thickness_nm,residual
point,0.0,11.598986593766806
point,12.0,8.167812940152146
point,18.0,-5.047773886655193
point,0.0,-18.701013406233194
point,1.1,-27.94053765781454
point,2.1,-35.57646879561576
point,3.1,-39.312399933416984
point,0.0,38.17898659376681
point,0.2,7.691800366206561
point,0.5,4.5810210248661924
point,1.0,-0.43694454403441796
point,2.0,-5.272875681835636
point,0.0,-2.5810134062331933
point,5.0,-40.58066909523931
