series,residual
residual_sample,-32.09727905532603
residual_sample,-19.622903732185605
residual_sample,7.858848665749441
residual_sample,14.902720944673973
residual_sample,13.490767097545046
residual_sample,13.697407914473317
residual_sample,13.16228141170464
residual_sample,-5.097279055326027
residual_sample,-4.213420696031292
residual_sample,-3.353265706066452
residual_sample,-0.49469418673110965
residual_sample,-2.4338766378331513
residual_sample,0.7027209446739704
residual_sample,3.4979720906790703
