series,thickness_nm,residual
point,0.0,18.3140510703687
point,12.0,17.87492707432554
point,18.0,6.155365076303951
point,0.0,-11.985948929631302
point,1.1,-20.951201962601925
point,2.1,-28.337795628938856
point,3.1,-31.824389295275786
point,0.0,44.8940510703687
point,0.2,14.456732337101311
point,0.5,11.420754237200232
point,1.0,6.527457404031768
point,2.0,1.9408637376948406
point,0.0,4.134051070368699
point,5.0,-32.61891726131596
