series,actual,residual
point,40.0,18.3140510703687
point,121.0,17.87492707432554
point,150.0,6.155365076303951
point,9.7,-11.985948929631302
point,8.2,-20.951201962601925
point,7.6,-28.337795628938856
point,10.9,-31.824389295275786
point,66.58,44.8940510703687
point,37.5,14.456732337101311
point,36.5,11.420754237200232
point,35.0,6.527457404031768
point,37.2,1.9408637376948406
point,25.82,4.134051070368699
point,23.0,-32.61891726131596
