series,rank,theoretical_quantile,ordered_residual,x,y
empirical_quantile,1,-1.8027430907391904,-136.91705186302383,,
empirical_quantile,2,-1.2418667918433202,-72.22446285841067,,
empirical_quantile,3,-0.9208229763683788,-17.38474379879119,,
empirical_quantile,4,-0.6744897501960817,-3.7799968860896342,,
empirical_quantile,5,-0.463707751457179,-1.5329637065281077,,
empirical_quantile,6,-0.2718800053992609,1.0705964779980377,,
empirical_quantile,7,-0.08964235107576254,6.1471767636621735,,
empirical_quantile,8,0.08964235107576254,17.17059647799806,,
empirical_quantile,9,0.27188000539926077,25.09777012774981,,
empirical_quantile,10,0.4637077514571792,25.17059647799806,,
empirical_quantile,11,0.6744897501960817,33.17059647799806,,
empirical_quantile,12,0.9208229763683788,34.12247344570602,,
empirical_quantile,13,1.2418667918433206,36.495299795954224,,
empirical_quantile,14,1.8027430907391908,53.39411306777885,,
normal_reference,1,,,-1.8027430907391904,-80.42929259800964
normal_reference,2,,,-1.2418667918433202,-55.405824646906545
normal_reference,3,,,-0.9208229763683788,-41.082470917658426
normal_reference,4,,,-0.6744897501960817,-30.092326383919257
normal_reference,5,,,-0.463707751457179,-20.68829807946844
normal_reference,6,,,-0.2718800053992609,-12.129912807952735
normal_reference,7,,,-0.08964235107576254,-3.9993889982902187
normal_reference,8,,,0.08964235107576254,3.999388998290202
normal_reference,9,,,0.27188000539926077,12.129912807952712
normal_reference,10,,,0.4637077514571792,20.68829807946843
normal_reference,11,,,0.6744897501960817,30.092326383919243
normal_reference,12,,,0.9208229763683788,41.08247091765841
normal_reference,13,,,1.2418667918433206,55.40582464690655
normal_reference,14,,,1.8027430907391908,80.42929259800962
quantile_band_lower,1,,,-1.8027430907391904,-119.66574004569564
quantile_band_upper,1,,,-1.8027430907391904,-38.73571861188342
quantile_band_lower,2,,,-1.2418667918433202,-86.69330788364577
quantile_band_upper,2,,,-1.2418667918433202,-23.81619760489091
quantile_band_lower,3,,,-0.9208229763683788,-68.95600682775377
quantile_band_upper,3,,,-0.9208229763683788,-12.998815689305872
quantile_band_lower,4,,,-0.6744897501960817,-56.16228250204528
quantile_band_upper,4,,,-0.6744897501960817,-3.845483509381805
quantile_band_lower,5,,,-0.463707751457179,-45.723510837098985
quantile_band_upper,5,,,-0.463707751457179,4.481457586342578
quantile_band_lower,6,,,-0.2718800053992609,-36.589693294222414
quantile_band_upper,6,,,-0.2718800053992609,12.413570420891842
quantile_band_lower,7,,,-0.08964235107576254,-28.211467990260456
quantile_band_upper,7,,,-0.08964235107576254,20.241046849832625
quantile_band_lower,8,,,0.08964235107576254,-20.241046849832646
quantile_band_upper,8,,,0.08964235107576254,28.21146799026046
quantile_band_lower,9,,,0.27188000539926077,-12.41357042089186
quantile_band_upper,9,,,0.27188000539926077,36.5896932942224
quantile_band_lower,10,,,0.4637077514571792,-4.481457586342606
quantile_band_upper,10,,,0.4637077514571792,45.72351083709896
quantile_band_lower,11,,,0.6744897501960817,3.845483509381763
quantile_band_upper,11,,,0.6744897501960817,56.162282502045265
quantile_band_lower,12,,,0.9208229763683788,12.998815689305841
quantile_band_upper,12,,,0.9208229763683788,68.95600682775374
quantile_band_lower,13,,,1.2418667918433206,23.816197604890903
quantile_band_upper,13,,,1.2418667918433206,86.69330788364574
quantile_band_lower,14,,,1.8027430907391908,38.73571861188339
quantile_band_upper,14,,,1.8027430907391908,119.66574004569559
