series,rank,theoretical_quantile,ordered_residual,x,y
empirical_quantile,1,-1.8027430907391904,-23.244444444444444,,
empirical_quantile,2,-1.2418667918433202,-22.72,,
empirical_quantile,3,-0.9208229763683788,-20.086666666666666,,
empirical_quantile,4,-0.6744897501960817,-18.264444444444443,,
empirical_quantile,5,-0.463707751457179,-7.124444444444443,,
empirical_quantile,6,-0.2718800053992609,-6.164444444444445,,
empirical_quantile,7,-0.08964235107576254,2.055555555555557,,
empirical_quantile,8,0.08964235107576254,3.5555555555555642,,
empirical_quantile,9,0.27188000539926077,4.555555555555557,,
empirical_quantile,10,0.4637077514571792,7.055555555555557,,
empirical_quantile,11,0.6744897501960817,9.513333333333335,,
empirical_quantile,12,0.9208229763683788,33.635555555555555,,
empirical_quantile,13,1.2418667918433206,73.28888888888889,,
empirical_quantile,14,1.8027430907391908,102.28888888888889,,
normal_reference,1,,,-1.8027430907391904,-49.81959680256218
normal_reference,2,,,-1.2418667918433202,-31.24508755605042
normal_reference,3,,,-0.9208229763683788,-20.613097345706706
normal_reference,4,,,-0.6744897501960817,-12.45529357281118
normal_reference,5,,,-0.463707751457179,-5.474837824758881
normal_reference,6,,,-0.2718800053992609,0.8779109897383073
normal_reference,7,,,-0.08964235107576254,6.91306526877992
normal_reference,8,,,0.08964235107576254,12.850426794712156
normal_reference,9,,,0.27188000539926077,18.885581073753766
normal_reference,10,,,0.4637077514571792,25.238329888250963
normal_reference,11,,,0.6744897501960817,32.21878563630326
normal_reference,12,,,0.9208229763683788,40.37658940919878
normal_reference,13,,,1.2418667918433206,51.00857961954252
normal_reference,14,,,1.8027430907391908,69.58308886605428
quantile_band_lower,1,,,-1.8027430907391904,-78.94416727942088
quantile_band_upper,1,,,-1.8027430907391904,-18.87114165483017
quantile_band_lower,2,,,-1.2418667918433202,-54.46927246185506
quantile_band_upper,2,,,-1.2418667918433202,-7.79662626633891
quantile_band_lower,3,,,-0.9208229763683788,-41.30316522545558
quantile_band_upper,3,,,-0.9208229763683788,0.23293865274841785
quantile_band_lower,4,,,-0.6744897501960817,-31.806593797004986
quantile_band_upper,4,,,-0.6744897501960817,7.027306785279723
quantile_band_lower,5,,,-0.463707751457179,-24.058065048246064
quantile_band_upper,5,,,-0.463707751457179,13.20825838958656
quantile_band_lower,6,,,-0.2718800053992609,-17.27818231026476
quantile_band_upper,6,,,-0.2718800053992609,19.0961354607267
quantile_band_lower,7,,,-0.08964235107576254,-11.059163280532706
quantile_band_upper,7,,,-0.08964235107576254,24.906342646649712
quantile_band_lower,8,,,0.08964235107576254,-5.1428505831576405
quantile_band_upper,8,,,0.08964235107576254,30.822655344024795
quantile_band_lower,9,,,0.27188000539926077,0.6673566027653788
quantile_band_upper,9,,,0.27188000539926077,37.041674373756834
quantile_band_lower,10,,,0.4637077514571792,6.555233673905508
quantile_band_upper,10,,,0.4637077514571792,43.82155711173813
quantile_band_lower,11,,,0.6744897501960817,12.736185278212336
quantile_band_upper,11,,,0.6744897501960817,51.570085860497066
quantile_band_lower,12,,,0.9208229763683788,19.53055341074365
quantile_band_upper,12,,,0.9208229763683788,61.06665728894766
quantile_band_lower,13,,,1.2418667918433206,27.560118329830992
quantile_band_upper,13,,,1.2418667918433206,74.23276452534714
quantile_band_lower,14,,,1.8027430907391908,38.63463371832223
quantile_band_upper,14,,,1.8027430907391908,98.70765934291293
