series,predicted,residual
point,29.6933425359135,10.306657464086499
point,15.149207752065093,105.8507922479349
point,7.8771403601408885,142.12285963985912
point,29.6933425359135,-19.993342535913502
point,28.360130180727396,-20.160130180727396
point,27.148118948740027,-19.548118948740026
point,25.936107716752662,-15.036107716752662
point,29.6933425359135,36.8866574640865
point,29.450940289516026,8.049059710483974
point,29.087336919919817,7.412663080080183
point,28.481331303926133,6.518668696073867
point,27.269320071938765,9.930679928061238
point,29.6933425359135,-3.873342535913501
point,23.633286375976663,-0.6332863759766632
