series,thickness_nm,absolute_error
point,0.0,35.83946343766284
point,12.0,11.01213327038829
point,18.0,2.098468186751006
point,0.0,11.160536562337157
point,1.1,13.628041827670657
point,2.1,16.880319341610203
point,3.1,18.932596855549747
point,0.0,8.839463437662843
point,0.2,7.209007934874933
point,0.5,5.263324680693074
point,1.0,0.6871859237232911
point,2.0,0.4650915902162467
point,0.0,3.039463437662846
point,5.0,12.921924132034889
