series,predicted,residual
point,76.90026155391104,-26.900261553911037
point,37.099328773501114,-0.09932877350111369
point,27.10020355570486,-0.10020355570485862
point,76.90026155391104,20.099738446088963
point,83.47359428068039,12.526405719319612
point,87.92477403683301,8.17522596316698
point,89.57707208523442,5.42292791476558
point,76.90026155391104,0.09973844608896343
point,78.14514172471522,-0.14514172471521647
point,79.99158282300817,-0.9915828230081729
point,82.92231912924387,-0.9223191292438742
point,87.58707572228994,-7.5870757222899385
point,76.90026155391104,5.899738446088961
point,83.10020377932,-0.10020377931999747
