series,predicted,residual
point,278.975,6.024999999999977
point,265.0,5.0
point,265.0,-5.0
point,278.975,-1.9750000000000227
point,280.43333333333334,5.566666666666663
point,294.3666666666667,1.6333333333333258
point,294.3666666666667,-25.366666666666674
point,278.975,14.024999999999977
point,155.60000000000002,32.19999999999999
point,155.60000000000002,-32.20000000000002
point,280.43333333333334,16.866666666666674
point,280.43333333333334,-22.433333333333337
point,278.975,-18.075000000000045
point,294.3666666666667,23.73333333333335
