series,rank,theoretical_quantile,ordered_residual,x,y
empirical_quantile,1,-1.8027430907391904,-37.754385496427616,,
empirical_quantile,2,-1.2418667918433202,-10.754385496427616,,
empirical_quantile,3,-0.9208229763683788,-10.429656657467355,,
empirical_quantile,4,-0.6744897501960817,-9.082306682444951,,
empirical_quantile,5,-0.463707751457179,-7.074188461470939,,
empirical_quantile,6,-0.2718800053992609,-4.954385496427619,,
empirical_quantile,7,-0.08964235107576254,-2.393991426514262,,
empirical_quantile,8,0.08964235107576254,-1.0335973566009073,,
empirical_quantile,9,0.27188000539926077,-0.26729223798721335,,
empirical_quantile,10,0.4637077514571792,9.245614503572384,,
empirical_quantile,11,0.6744897501960817,11.94204798047707,,
empirical_quantile,12,0.9208229763683788,12.047584853139156,,
empirical_quantile,13,1.2418667918433206,15.40244205039042,,
empirical_quantile,14,1.8027430907391908,17.66283612030378,,
normal_reference,1,,,-1.8027430907391904,-26.097143496614237
normal_reference,2,,,-1.2418667918433202,-18.365353577017917
normal_reference,3,,,-0.9208229763683788,-13.939701537300092
normal_reference,4,,,-0.6744897501960817,-10.54394964204269
normal_reference,5,,,-0.463707751457179,-7.638278398151566
normal_reference,6,,,-0.2718800053992609,-4.993895249515696
normal_reference,7,,,-0.08964235107576254,-2.4817133986457653
normal_reference,8,,,0.08964235107576254,-0.010238573337903789
normal_reference,9,,,0.27188000539926077,2.5019432775320256
normal_reference,10,,,0.4637077514571792,5.146326426167899
normal_reference,11,,,0.6744897501960817,8.05199767005902
normal_reference,12,,,0.9208229763683788,11.447749565316421
normal_reference,13,,,1.2418667918433206,15.873401605034251
normal_reference,14,,,1.8027430907391908,23.605191524630577
quantile_band_lower,1,,,-1.8027430907391904,-38.22048185441434
quantile_band_upper,1,,,-1.8027430907391904,-13.214598371862115
quantile_band_lower,2,,,-1.2418667918433202,-28.032608650217927
quantile_band_upper,2,,,-1.2418667918433202,-8.604741642472005
quantile_band_lower,3,,,-0.9208229763683788,-22.552109873119146
quantile_band_upper,3,,,-0.9208229763683788,-5.262370208793202
quantile_band_lower,4,,,-0.6744897501960817,-18.59908509778034
quantile_band_upper,4,,,-0.6744897501960817,-2.4341594420943453
quantile_band_lower,5,,,-0.463707751457179,-15.373697246275867
quantile_band_upper,5,,,-0.463707751457179,0.1387117263144304
quantile_band_lower,6,,,-0.2718800053992609,-12.551516142384068
quantile_band_upper,6,,,-0.2718800053992609,2.589588246511748
quantile_band_lower,7,,,-0.08964235107576254,-9.962799099811864
quantile_band_upper,7,,,-0.08964235107576254,5.008134047893938
quantile_band_lower,8,,,0.08964235107576254,-7.500086019877609
quantile_band_upper,8,,,0.08964235107576254,7.4708471278282
quantile_band_lower,9,,,0.27188000539926077,-5.081540218495418
quantile_band_upper,9,,,0.27188000539926077,10.059564170400398
quantile_band_lower,10,,,0.4637077514571792,-2.630663698298104
quantile_band_upper,10,,,0.4637077514571792,12.88174527429219
quantile_band_lower,11,,,0.6744897501960817,-0.057792529889332034
quantile_band_upper,11,,,0.6744897501960817,16.107133125796672
quantile_band_lower,12,,,0.9208229763683788,2.7704182368095296
quantile_band_upper,12,,,0.9208229763683788,20.06015790113548
quantile_band_lower,13,,,1.2418667918433206,6.112789670488338
quantile_band_upper,13,,,1.2418667918433206,25.54065667823426
quantile_band_lower,14,,,1.8027430907391908,10.722646399878439
quantile_band_upper,14,,,1.8027430907391908,35.728529882430664
