series,thickness_nm,residual
point,0.0,-5.068577810508515
point,12.0,-0.36181398866153813
point,18.0,-2.0084320777380356
point,0.0,-0.06857781050851486
point,1.1,2.7295422064941164
point,2.1,7.45510585831471
point,3.1,3.1806695101352886
point,0.0,4.131422189491488
point,0.2,-22.723465080144408
point,0.5,-40.00579598459822
point,1.0,10.05698584131207
point,2.0,-0.41745050686735397
point,0.0,-6.268577810508518
point,5.0,3.159240448594389
