series,thickness_nm,residual
point,0.0,34.79305783065061
point,12.0,-23.674279372250624
point,18.0,8.218633324212618
point,0.0,26.79305783065061
point,1.1,24.744823126292204
point,2.1,25.93815692029449
point,3.1,-8.690239261667784
point,0.0,42.79305783065061
point,0.2,-64.52175641775955
point,0.5,-132.00560753857215
point,1.0,36.99029459821395
point,2.0,-11.23419861018732
point,0.0,10.693057830650588
point,5.0,29.161941908821575
