series,actual,residual
point,285.0,34.79305783065061
point,270.0,-23.674279372250624
point,260.0,8.218633324212618
point,277.0,26.79305783065061
point,286.0,24.744823126292204
point,296.0,25.93815692029449
point,269.0,-8.690239261667784
point,293.0,42.79305783065061
point,187.8,-64.52175641775955
point,123.4,-132.00560753857215
point,297.3,36.99029459821395
point,258.0,-11.23419861018732
point,260.9,10.693057830650588
point,318.1,29.161941908821575
