series,actual,residual
point,40.0,4.4750000000000085
point,121.0,-14.5
point,150.0,14.5
point,9.7,-25.824999999999992
point,8.2,-18.6
point,7.6,-6.233333333333334
point,10.9,-2.9333333333333336
point,66.58,31.055000000000007
point,37.5,0.5
point,36.5,-0.5
point,35.0,8.2
point,37.2,10.400000000000002
point,25.82,-9.704999999999991
point,23.0,9.166666666666666
