series,thickness_nm,absolute_error
point,0.0,26.700000000000003
point,12.0,5.0
point,18.0,5.0
point,0.0,20.299999999999997
point,1.1,10.0
point,2.1,4.73333333333332
point,3.1,3.6333333333333258
point,0.0,0.29999999999999716
point,0.2,0.5
point,0.5,0.5
point,1.0,4.0
point,2.0,6.0
point,0.0,6.099999999999994
point,5.0,8.366666666666674
