series,residual
residual_sample,1.9461616673313245
residual_sample,-6.12335880607597
residual_sample,2.5050474706280426
residual_sample,6.9461616673313245
residual_sample,6.723202230456408
residual_sample,9.026336030654079
residual_sample,2.6380469885074262
residual_sample,11.146161667331327
residual_sample,-16.285784719925857
residual_sample,-34.41056101398745
residual_sample,14.309860594107718
residual_sample,1.3821366785398084
residual_sample,0.7461616673313216
residual_sample,-0.5495721222297618
