layer,x,y
residuals,0.0,6.994439772656477
residuals,12.0,5.27595999580452
residuals,18.0,0.4167201073785449
residuals,0.0,11.994439772656477
residuals,1.1,14.20357912644505
residuals,2.1,18.393705811707385
residuals,3.1,13.58383249696972
residuals,0.0,16.19443977265648
residuals,0.2,-10.767534890291053
residuals,0.5,-28.21049688471235
residuals,1.0,21.584566457918818
residuals,2.0,10.574693143181157
residuals,0.0,5.7944397726564745
residuals,5.0,12.545073198968154
residuals,10.0,14.795706625279855
residuals,20.0,18.496973477903225
residuals,40.0,6.499507183149959
residuals,50.0,-6.099225964226669
residuals,100.0,-7.292891701109809
residuals,0.0,-32.00556022734352
residuals,0.0,-37.00556022734352
residuals,0.0,-23.005560227343523
residuals,0.0,12.994439772656477
residuals,0.0,-27.005560227343523
residuals,0.0,-7.005560227343523
residuals,0.0,0.9944397726564773
residuals,0.0,-4.005560227343523
residuals,0.0,8.994439772656477
residuals,0.0,23.994439772656477
residuals,0.0,17.994439772656477
residuals,0.0,-31.005560227343523
residuals,0.0,8.69443977265648
residuals,0.0,-1.0055602273435227
residuals,0.0,10.994439772656477
residuals,0.0,6.994439772656477
residuals,0.0,2.9944397726564773
residuals,0.0,4.994439772656477
residuals,0.0,6.994439772656477
residuals,0.0,-19.005560227343523
residuals,0.0,-13.005560227343523
residuals,0.0,-7.005560227343523
residuals,0.0,10.994439772656477
residuals,0.0,-21.005560227343523
residuals,0.0,-11.005560227343523
residuals,0.0,-1.0055602273435227
residuals,0.0,-3.5055602273435227
residuals,0.0,1.1944397726564802
residuals,0.0,-2.2055602273435255
residuals,0.0,-17.005560227343523
residuals,0.0,8.994439772656477
residuals,0.0,3.9944397726564773
