series,thickness_nm,absolute_error
point,0.0,3.5938676261815345
point,12.0,0.4862801038822653
point,18.0,0.09122640609837873
point,0.0,8.593867626181535
point,1.1,5.71829619741807
point,2.1,6.606168531332955
point,3.1,0.38339565030273093
point,0.0,12.793867626181537
point,0.2,15.213195367076466
point,0.5,34.121337164951655
point,1.0,13.49627157410778
point,2.0,0.9352861810458251
point,0.0,2.3938676261815317
point,5.0,2.9380461419922455
