series,predicted,residual
point,64.40613237381847,3.5938676261815345
point,63.513719896117735,0.4862801038822653
point,58.09122640609838,-0.09122640609837873
point,64.40613237381847,8.593867626181535
point,69.28170380258193,5.71829619741807
point,72.39383146866705,6.606168531332955
point,74.38339565030273,-0.38339565030273093
point,64.40613237381847,12.793867626181537
point,65.41319536707647,-15.213195367076466
point,66.82133716495166,-34.121337164951655
point,68.90372842589223,13.49627157410778
point,72.13528618104583,-0.9352861810458251
point,64.40613237381847,2.3938676261815317
point,75.53804614199224,-2.9380461419922455
