series,predicted,residual
point,278.95737820808836,6.0426217919116425
point,269.96912720683423,0.030872793165769963
point,260.013007318948,-0.013007318947984459
point,278.95737820808836,-1.9573782080883575
point,285.8989190274522,0.10108097254777704
point,295.8550389153384,0.1449610846615883
point,268.97351521804563,0.0264847819543661
point,278.95737820808836,14.042621791911643
point,188.12982172840947,-0.3298217284094562
point,124.01240965042214,-0.612409650422137
point,297.14933450076364,0.15066549923636785
point,258.0217833413708,-0.021783341370792186
point,278.95737820808836,-18.05737820808838
point,317.858063867567,0.24193613243301115
