series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,32.7,67.43302003585467,34.465034965035024,67.43302895570488,34.465034965035024,67.43302895570488
sorted_curves,1.0,50.2,67.43411335463828,47.732867132867185,67.43426320812192,47.732867132867185,67.43426320812192
sorted_curves,2.0,58.0,67.43538889321917,57.30489510489516,67.43512363386395,57.30489510489516,67.43512363386395
sorted_curves,3.0,64.0,67.43573511083399,63.806759906759964,67.43567562392815,63.806759906759964,67.43567562392815
sorted_curves,4.0,66.8,67.43591733063126,67.86410256410264,67.43598456931171,67.43598456931171,67.86410256410264
sorted_curves,5.0,68.0,67.43593555261099,70.10256410256429,67.43611586101196,67.43611586101196,70.10256410256429
sorted_curves,6.0,71.2,67.43609955042852,71.03962703962722,67.4361778752087,67.4361778752087,71.03962703962722
sorted_curves,7.0,72.6,67.43611777240825,72.14498834498853,67.43616598207507,67.43616598207507,72.14498834498853
sorted_curves,8.0,73.0,67.43620888230689,73.02983682983702,67.43620803279751,67.43620803279751,73.02983682983702
sorted_curves,9.0,74.0,67.43626354824606,74.08857808857809,67.43625522305256,67.43625522305256,74.08857808857809
sorted_curves,10.0,75.0,67.43629999220552,75.34242424242424,67.4362876530794,67.4362876530794,75.34242424242424
sorted_curves,11.0,77.2,67.43629999220552,76.9888111888112,67.43630530164019,67.43630530164019,76.9888111888112
sorted_curves,12.0,79.0,67.43629999220552,79.22517482517485,67.43630814749714,67.43630814749714,79.22517482517485
sorted_curves,13.0,82.4,67.43629999220552,82.24895104895107,67.43629616941257,67.43629616941257,82.24895104895107
