series,thickness_nm,absolute_error
point,0.0,0.5637000077944805
point,12.0,3.434113354638285
point,18.0,9.433020035854668
point,0.0,5.5637000077944805
point,1.1,7.563900449571477
point,2.1,11.564082669368744
point,3.1,6.564264889166012
point,0.0,9.763700007794483
point,0.2,17.236263548246058
point,0.5,34.73620888230688
point,1.0,14.963882227591753
point,2.0,3.7640644473890177
point,0.0,0.6362999922055224
point,5.0,5.164611106780825
