series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,7.6,22.335193009863964,7.160559440559443,22.473331610265788,7.160559440559443,22.473331610265788
sorted_curves,1.0,8.2,22.335193009863964,7.570349650349641,22.040497329006747,7.570349650349641,22.040497329006747
sorted_curves,2.0,9.7,22.335193009863964,10.32955710955709,22.14333384263921,10.32955710955709,22.14333384263921
sorted_curves,3.0,10.9,22.335193009863964,14.778974358974331,22.78107371449428,14.778974358974331,22.78107371449428
sorted_curves,4.0,23.0,23.65211433369465,20.25939393939391,23.952949507903053,20.25939393939391,23.952949507903053
sorted_curves,5.0,25.82,25.62749631944068,26.11160839160846,25.658193786196705,25.658193786196705,26.11160839160846
sorted_curves,6.0,35.0,28.919799629017398,28.87762237762245,27.177718390616736,27.177718390616736,28.87762237762245
sorted_curves,7.0,36.5,29.578260290932743,29.01282051282059,26.747953856033295,26.747953856033295,29.01282051282059
sorted_curves,8.0,37.2,35.50440624817083,33.26573426573435,28.988868929218384,28.988868929218384,33.26573426573435
sorted_curves,9.0,37.5,36.16286691008618,37.98974358974381,33.73316241635206,33.73316241635206,37.98974358974381
sorted_curves,10.0,40.0,42.74747352923961,49.652540792541046,44.89706363882584,44.89706363882584,49.652540792541046
sorted_curves,11.0,66.58,55.25822610563114,71.23696969696998,64.84351010017983,64.84351010017983,71.23696969696998
sorted_curves,12.0,121.0,101.35047243970519,105.72587412587447,95.93543930395403,95.93543930395403,105.72587412587447
sorted_curves,13.0,150.0,140.85811215462581,156.10209790209828,140.53578875368845,140.53578875368845,156.10209790209828
