series,actual,residual
point,68.0,-0.5738669595149304
point,64.0,-0.3247636439925543
point,58.0,-4.200211986231373
point,73.0,4.42613304048507
point,75.0,6.815634177741288
point,79.0,11.169726120701483
point,74.0,6.523818063661679
point,77.2,8.626133040485072
point,50.2,-18.303048570922897
point,32.7,-35.69682098803483
point,82.4,14.180224983445271
point,71.2,3.3343169264054637
point,66.8,-1.7738669595149332
point,72.6,5.796592755286056
