series,residual
residual_sample,25.17061190750377
residual_sample,-1.5330058805104159
residual_sample,-17.38481477451751
residual_sample,17.17061190750377
residual_sample,25.09778027693585
residual_sample,34.12247879460131
residual_sample,6.14717731226682
residual_sample,33.17061190750377
residual_sample,-72.22444838896308
residual_sample,-136.91703883366344
residual_sample,36.49531042516929
residual_sample,-3.7799910571652617
residual_sample,1.0706119075037464
residual_sample,53.39410449583124
