series,actual,residual
point,68.0,-3.245758962334648
point,64.0,-0.015229642105254015
point,58.0,-0.04182610648865648
point,73.0,1.754241037665352
point,75.0,0.03353016586602564
point,79.0,0.05126142408730061
point,74.0,0.029097798533740615
point,77.2,5.954241037665355
point,50.2,-0.07640151018708252
point,32.7,-0.15397453130533734
point,82.4,0.06633265823832346
point,71.2,0.016685824019205597
point,66.8,-4.445758962334651
point,72.6,0.022891956844290462
