Al2O3 Thickness_nm,count,fraction
0.0,4,0.2857142857142857
0.2,1,0.07142857142857142
0.5,1,0.07142857142857142
1.0,1,0.07142857142857142
1.1,1,0.07142857142857142
2.0,1,0.07142857142857142
2.1,1,0.07142857142857142
3.1,1,0.07142857142857142
5.0,1,0.07142857142857142
12.0,1,0.07142857142857142
18.0,1,0.07142857142857142
