series,actual,residual
point,40.0,11.077657406889017
point,121.0,51.50577941923922
point,150.0,68.42790395219949
point,9.7,-19.222342593110984
point,8.2,-18.39612686758892
point,7.6,-15.528339919422526
point,10.9,-8.68079626648006
point,66.58,37.657657406889015
point,37.5,8.832323566471256
point,36.5,8.365295218228141
point,35.0,8.109389168686679
point,37.2,13.700089110131298
point,25.82,-3.102342593110979
point,23.0,6.053391205373895
