series,thickness_nm,absolute_error
point,0.0,30.19999999999999
point,12.0,38.01111111111112
point,18.0,48.01111111111112
point,0.0,16.80000000000001
point,1.1,14.322222222222223
point,2.1,9.422222222222217
point,3.1,9.87777777777778
point,0.0,3.1999999999999886
point,0.2,2.1999999999999886
point,0.5,1.1999999999999886
point,1.0,1.8000000000000114
point,2.0,6.677777777777777
point,0.0,2.6000000000000085
point,5.0,2.12222222222222
