series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,123.4,245.99505331506077,128.61748251748296,246.29820589068163,128.61748251748296,246.29820589068163
sorted_curves,1.0,187.8,245.99505331506077,191.93566433566465,245.2964304269824,191.93566433566465,245.2964304269824
sorted_curves,2.0,258.0,245.99505331506077,234.46806526806552,245.69933999717387,234.46806526806552,245.69933999717387
sorted_curves,3.0,260.0,245.99505331506077,260.1615384615387,247.3199841201539,247.3199841201539,260.1615384615387
sorted_curves,4.0,260.9,249.57992466921937,272.9629370629374,249.97141231482036,249.97141231482036,272.9629370629374
sorted_curves,5.0,269.0,254.6661439593876,276.81911421911497,253.46667410007177,253.46667410007177,276.81911421911497
sorted_curves,6.0,270.0,258.4171694880071,277.68601398601476,257.96643010077725,257.96643010077725,277.68601398601476
sorted_curves,7.0,277.0,262.389167716448,277.2792540792548,262.21309422434376,262.21309422434376,277.2792540792548
sorted_curves,8.0,285.0,263.8236716625775,281.063403263404,266.3108465344524,266.3108465344524,281.063403263404
sorted_curves,9.0,286.0,275.15770644101343,285.5522144522146,270.4240195248737,270.4240195248737,285.5522144522146
sorted_curves,10.0,293.0,276.2479889254075,290.73682983683,275.00450791706163,275.00450791706163,290.73682983683
sorted_curves,11.0,296.0,276.7808552486928,296.93846153846164,280.26334478231183,280.26334478231183,296.93846153846164
sorted_curves,12.0,297.3,285.41345263035174,304.4783216783217,286.41156319192044,286.41156319192044,304.4783216783217
sorted_curves,13.0,318.1,295.04370599865223,313.6776223776223,293.66019621718374,293.66019621718374,313.6776223776223
