target,MAE,MSE,RMSE,R2,Adj_R2,MAPE_percent,MedianAE,ExplainedVariance
Rct_initial_ohm,98.43626209474776,16909.63088049847,130.03703657227226,0.07915824152153605,0.04078983491826671,225.65493969936017,95.59457702722526,0.07915824152153605
ICE_percent,11.903327807256337,216.37760352760503,14.709779180110251,0.07305175561199029,0.03442891209582333,24.97900972997975,10.405818347178268,0.07305175561199018
Initial Reversible Capacity_mAh_g at 0.1C,65.9821838722577,8044.55618242332,89.69144988472046,0.16665053326153179,0.13192763881409564,52.71809426193467,50.42892693849694,0.16665053326153145
Highest Capacity Retention_percent,13.124710816037531,286.8790449353847,16.937504094033002,0.0067503066423315605,-0.0346350972475713,22.19491607459989,11.123580044434448,0.0067503066423315605
OVERALL_MEAN,47.36162114757483,6364.3609278461945,62.84394243278399,0.08140270925934742,0.043127822145153594,81.38673994146862,41.88822558933373,0.08140270925934731
