target,MAE,MSE,RMSE,R2,Adj_R2,MAPE_percent,MedianAE,ExplainedVariance
Rct_initial_ohm,103.38288351283354,18363.232037216458,135.51100338059805,0.0,-0.020408163265306145,246.27016324042455,100.32980394363403,0.0
ICE_percent,12.51787774373091,233.43008073817762,15.278418790508972,-2.220446049250313e-16,-0.020408163265306367,26.350916882622254,11.982352986055261,-4.440892098500626e-16
Initial Reversible Capacity_mAh_g at 0.1C,74.39008081957542,9653.280530565165,98.25110956404087,1.1102230246251565e-16,-0.020408163265305923,84.16034875700822,60.05294145322313,2.220446049250313e-16
Highest Capacity Retention_percent,12.934256055363324,288.8287274125337,16.994961824391773,0.0,-0.020408163265306145,22.094991941932577,10.509803921568633,0.0
OVERALL_MEAN,50.806274532875804,7134.692843983083,66.50887338988493,-2.7755575615628914e-17,-0.020408163265306145,94.7191052054969,45.718725576120264,-5.551115123125783e-17
