series,predicted,residual
point,66.05383833266868,1.9461616673313245
point,70.12335880607597,-6.12335880607597
point,55.49495252937196,2.5050474706280426
point,66.05383833266868,6.9461616673313245
point,68.27679776954359,6.723202230456408
point,69.97366396934592,9.026336030654079
point,71.36195301149257,2.6380469885074262
point,66.05383833266868,11.146161667331327
point,66.48578471992586,-16.285784719925857
point,67.11056101398745,-34.41056101398745
point,68.09013940589229,14.309860594107718
point,69.8178633214602,1.3821366785398084
point,66.05383833266868,0.7461616673313216
point,73.14957212222976,-0.5495721222297618
