series,residual
residual_sample,18.339459528132956
residual_sample,14.96462883254982
residual_sample,1.7772134847582493
residual_sample,-11.960540471867045
residual_sample,-21.194899952295497
residual_sample,-28.826135843594095
residual_sample,-32.55737173489269
residual_sample,44.919459528132954
residual_sample,14.433212349873237
residual_sample,11.32384158248366
residual_sample,6.308223636834363
residual_sample,1.4769877455357658
residual_sample,4.159459528132956
residual_sample,-33.816719928360016
