series,predicted,residual
point,37.62080722607661,2.3791927739233927
point,120.16766156094151,0.8323384390584891
point,150.19853254626602,-0.1985325462660228
point,37.62080722607661,-27.920807226076608
point,23.689643661297964,-15.489643661297965
point,17.123985541520906,-9.523985541520906
point,15.670959888279572,-4.770959888279572
point,37.62080722607661,28.95919277392339
point,34.52670309530479,2.9732969046952107
point,30.363287487706163,6.136712512293837
point,24.65333487616659,10.34666512383341
point,17.539369770833883,19.66063022916612
point,37.62080722607661,-11.800807226076607
point,24.5832926673761,-1.5832926673760994
