series,thickness_nm,absolute_error
point,0.0,2.3791927739233927
point,12.0,0.8323384390584891
point,18.0,0.1985325462660228
point,0.0,27.920807226076608
point,1.1,15.489643661297965
point,2.1,9.523985541520906
point,3.1,4.770959888279572
point,0.0,28.95919277392339
point,0.2,2.9732969046952107
point,0.5,6.136712512293837
point,1.0,10.34666512383341
point,2.0,19.66063022916612
point,0.0,11.800807226076607
point,5.0,1.5832926673760994
