series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,123.4,259.9690637661034,128.61748251748296,260.0450530765455,128.61748251748296,260.0450530765455
sorted_curves,1.0,187.8,269.28318210315564,191.93566433566465,270.5598025185838,191.93566433566465,270.5598025185838
sorted_curves,2.0,258.0,280.14965349638334,234.46806526806552,277.8898761453775,234.46806526806552,277.8898761453775
sorted_curves,3.0,260.0,283.0991243031165,260.1615384615387,282.5923479732394,260.1615384615387,282.5923479732394
sorted_curves,4.0,260.9,284.65147735929196,272.9629370629374,285.2242920184822,272.9629370629374,285.2242920184822
sorted_curves,5.0,269.0,284.80671266490947,276.81911421911497,286.3427822974194,276.81911421911497,286.3427822974194
sorted_curves,6.0,270.0,286.20383041546734,277.68601398601476,286.87108893192203,277.68601398601476,286.87108893192203
sorted_curves,7.0,277.0,286.35906572108485,277.2792540792548,286.76976985133246,277.2792540792548,286.76976985133246
sorted_curves,8.0,285.0,287.13524224917256,281.063403263404,287.1280051719883,281.063403263404,287.1280051719883
sorted_curves,9.0,286.0,287.60094816602515,285.5522144522146,287.5300248096124,285.5522144522146,287.5300248096124
sorted_curves,10.0,293.0,287.9114187772602,290.73682983683,287.80630023114855,287.80630023114855,290.73682983683
sorted_curves,11.0,296.0,287.9114187772602,296.93846153846164,287.95665050966625,287.95665050966625,296.93846153846164
sorted_curves,12.0,297.3,287.9114187772602,304.4783216783217,287.9808947182359,287.9808947182359,304.4783216783217
sorted_curves,13.0,318.1,287.9114187772602,313.6776223776223,287.8788519299278,287.8788519299278,313.6776223776223
