series,predicted,residual
point,39.90002729413117,0.09997270586882934
point,120.90002577497785,0.09997422502215159
point,149.89979650860064,0.10020349139935547
point,39.90002729413117,-30.20002729413117
point,27.44985907534177,-19.24985907534177
point,18.75336146376992,-11.15336146376992
point,14.63163390792306,-3.73163390792306
point,39.90002729413117,26.679972705868828
point,37.534400066089766,-0.03440006608976631
point,34.03952963005091,2.4604703699490926
point,28.496653745979096,6.503346254020904
point,19.4466598504506,17.753340149549402
point,39.90002729413117,-14.08002729413117
point,23.100150398506983,-0.10015039850698315
