series,actual,residual
point,40.0,17.664806990136036
point,121.0,19.649527560294814
point,150.0,9.141887845374185
point,9.7,-12.635193009863965
point,8.2,-21.378260290932744
point,7.6,-28.56286691008618
point,10.9,-31.847473529239615
point,66.58,44.244806990136034
point,37.5,13.847885666305348
point,36.5,10.87250368055932
point,35.0,6.0802003709826025
point,37.2,1.695593751829172
point,25.82,3.484806990136036
point,23.0,-32.25822610563114
