series,value
raw_sample,40.0
raw_sample,121.0
raw_sample,150.0
raw_sample,9.7
raw_sample,8.2
raw_sample,7.6
raw_sample,10.9
raw_sample,66.58
raw_sample,37.5
raw_sample,36.5
raw_sample,35.0
raw_sample,37.2
raw_sample,25.82
raw_sample,23.0
