series,thickness_nm,residual
point,0.0,34.793718299404134
point,12.0,-23.675867650830014
point,18.0,8.219239632896802
point,0.0,26.793718299404134
point,1.1,24.744908993748027
point,2.1,25.937784958285704
point,3.1,-8.69100759090179
point,0.0,42.793718299404134
point,0.2,-64.52120595357081
point,0.5,-132.0052174715626
point,1.0,36.9904296290394
point,2.0,-11.23452755505042
point,0.0,10.693718299404111
point,5.0,29.160589810329384
