series,actual,residual
point,285.0,25.17061190750377
point,270.0,-1.5330058805104159
point,260.0,-17.38481477451751
point,277.0,17.17061190750377
point,286.0,25.09778027693585
point,296.0,34.12247879460131
point,269.0,6.14717731226682
point,293.0,33.17061190750377
point,187.8,-72.22444838896308
point,123.4,-136.91703883366344
point,297.3,36.49531042516929
point,258.0,-3.7799910571652617
point,260.9,1.0706119075037464
point,318.1,53.39410449583124
