series,value,grid_x,density
original_sample,68.0,,
original_sample,64.0,,
original_sample,58.0,,
original_sample,73.0,,
original_sample,75.0,,
original_sample,79.0,,
original_sample,74.0,,
original_sample,77.2,,
original_sample,50.2,,
original_sample,32.7,,
original_sample,82.4,,
original_sample,71.2,,
original_sample,66.8,,
original_sample,72.6,,
standard_scaled_sample,0.04308121145960611,,
standard_scaled_sample,-0.26230459129203854,,
standard_scaled_sample,-0.7203832954195054,,
standard_scaled_sample,0.4248134648991619,,
standard_scaled_sample,0.5775063662749842,,
standard_scaled_sample,0.8828921690266288,,
standard_scaled_sample,0.5011599155870731,,
standard_scaled_sample,0.7454685577883889,,
standard_scaled_sample,-1.3158856107852122,,
standard_scaled_sample,-2.6519484978236574,,
standard_scaled_sample,1.1424701013655272,,
standard_scaled_sample,0.287389853660922,,
standard_scaled_sample,-0.048534529365887494,,
standard_scaled_sample,0.394274884623997,,
minmax_scaled_sample,0.7102615694164989,,
minmax_scaled_sample,0.6297786720321931,,
minmax_scaled_sample,0.5090543259557343,,
minmax_scaled_sample,0.8108651911468812,,
minmax_scaled_sample,0.8511066398390341,,
minmax_scaled_sample,0.9315895372233399,,
minmax_scaled_sample,0.8309859154929576,,
minmax_scaled_sample,0.8953722334004024,,
minmax_scaled_sample,0.352112676056338,,
minmax_scaled_sample,0.0,,
minmax_scaled_sample,1.0,,
minmax_scaled_sample,0.7746478873239436,,
minmax_scaled_sample,0.6861167002012071,,
minmax_scaled_sample,0.8028169014084505,,
scaled::Robust Scale,-0.388059701492538,,
scaled::Robust Scale,-0.7860696517412943,,
scaled::Robust Scale,-1.383084577114429,,
scaled::Robust Scale,0.10945273631840742,,
scaled::Robust Scale,0.3084577114427856,,
scaled::Robust Scale,0.706467661691542,,
scaled::Robust Scale,0.2089552238805965,,
scaled::Robust Scale,0.5273631840796018,,
scaled::Robust Scale,-2.1592039800995035,,
scaled::Robust Scale,-3.9004975124378123,,
scaled::Robust Scale,1.0447761194029854,,
scaled::Robust Scale,-0.06965174129353265,,
scaled::Robust Scale,-0.5074626865671652,,
scaled::Robust Scale,0.06965174129353123,,
scaled::Max Abs Scale,0.8252427184466019,,
scaled::Max Abs Scale,0.7766990291262136,,
scaled::Max Abs Scale,0.703883495145631,,
scaled::Max Abs Scale,0.8859223300970873,,
scaled::Max Abs Scale,0.9101941747572815,,
scaled::Max Abs Scale,0.9587378640776698,,
scaled::Max Abs Scale,0.8980582524271844,,
scaled::Max Abs Scale,0.9368932038834951,,
scaled::Max Abs Scale,0.6092233009708737,,
scaled::Max Abs Scale,0.39684466019417475,,
scaled::Max Abs Scale,1.0,,
scaled::Max Abs Scale,0.8640776699029126,,
scaled::Max Abs Scale,0.8106796116504853,,
scaled::Max Abs Scale,0.8810679611650484,,
scaled::Quantile Normal Scale,-0.29338123212119327,,
scaled::Quantile Normal Scale,-0.7363159173761294,,
scaled::Quantile Normal Scale,-1.0200762327862014,,
scaled::Quantile Normal Scale,0.29338123212119344,,
scaled::Quantile Normal Scale,0.7363159173761297,,
scaled::Quantile Normal Scale,1.4260768722728474,,
scaled::Quantile Normal Scale,0.5024022233733555,,
scaled::Quantile Normal Scale,1.0200762327862023,,
scaled::Quantile Normal Scale,-1.4260768722728474,,
scaled::Quantile Normal Scale,-5.199337582605575,,
scaled::Quantile Normal Scale,5.19933758270342,,
scaled::Quantile Normal Scale,-0.09655861528963908,,
scaled::Quantile Normal Scale,-0.5024022233733555,,
scaled::Quantile Normal Scale,0.09655861528963935,,
scaled::Quantile Uniform Scale,0.38461538461538464,,
scaled::Quantile Uniform Scale,0.23076923076923078,,
scaled::Quantile Uniform Scale,0.15384615384615385,,
scaled::Quantile Uniform Scale,0.6153846153846154,,
scaled::Quantile Uniform Scale,0.7692307692307693,,
scaled::Quantile Uniform Scale,0.9230769230769231,,
scaled::Quantile Uniform Scale,0.6923076923076923,,
scaled::Quantile Uniform Scale,0.8461538461538463,,
scaled::Quantile Uniform Scale,0.07692307692307693,,
scaled::Quantile Uniform Scale,0.0,,
scaled::Quantile Uniform Scale,1.0,,
scaled::Quantile Uniform Scale,0.46153846153846156,,
scaled::Quantile Uniform Scale,0.3076923076923077,,
scaled::Quantile Uniform Scale,0.5384615384615385,,
scaled::Power Yeo Johnson Scale,-0.22216054244157177,,
scaled::Power Yeo Johnson Scale,-0.6032827228471644,,
scaled::Power Yeo Johnson Scale,-1.0650213656783494,,
scaled::Power Yeo Johnson Scale,0.34835511370406846,,
scaled::Power Yeo Johnson Scale,0.6086293293565012,,
scaled::Power Yeo Johnson Scale,1.1891245636422894,,
scaled::Power Yeo Johnson Scale,0.4760900805129308,,
scaled::Power Yeo Johnson Scale,0.9176897763605477,,
scaled::Power Yeo Johnson Scale,-1.4989243329746367,,
scaled::Power Yeo Johnson Scale,-1.9861144058040434,,
scaled::Power Yeo Johnson Scale,1.750009133354565,,
scaled::Power Yeo Johnson Scale,0.1301798393690673,,
scaled::Power Yeo Johnson Scale,-0.3431554994148469,,
scaled::Power Yeo Johnson Scale,0.29858103286063586,,
original_kde,,32.7,0.003990433318939508
original_kde,,33.033557046979865,0.004018726819154404
original_kde,,33.367114093959735,0.004042862063150381
original_kde,,33.7006711409396,0.004063051735679817
original_kde,,34.03422818791947,0.004079547523054201
original_kde,,34.36778523489933,0.004092638432205917
original_kde,,34.7013422818792,0.0041026487155583005
original_kde,,35.03489932885906,0.004109935423220092
original_kde,,35.36845637583893,0.004114885609305516
original_kde,,35.702013422818794,0.004117913224138421
original_kde,,36.03557046979866,0.004119455728646863
original_kde,,36.369127516778526,0.004119970471319074
original_kde,,36.702684563758396,0.004119930871605488
original_kde,,37.03624161073826,0.004119822456556469
original_kde,,37.36979865771812,0.0041201387997328726
original_kde,,37.70335570469799,0.004121377412979122
original_kde,,38.03691275167785,0.004124035642479133
original_kde,,38.37046979865772,0.004128606620609456
original_kde,,38.704026845637586,0.004135575324458538
original_kde,,39.037583892617455,0.004145414790504363
original_kde,,39.37114093959732,0.004158582532855805
original_kde,,39.70469798657719,0.004175517209697032
original_kde,,40.03825503355705,0.004196635579171574
original_kde,,40.37181208053691,0.0042223297819549655
original_kde,,40.70536912751678,0.004252964983252986
original_kde,,41.038926174496645,0.004288877401994753
original_kde,,41.372483221476514,0.004330372749641253
original_kde,,41.70604026845638,0.004377725095380232
original_kde,,42.03959731543625,0.004431176168611977
original_kde,,42.37315436241611,0.004490935103633112
original_kde,,42.70671140939598,0.004557178625385214
original_kde,,43.04026845637584,0.004630051669137956
original_kde,,43.373825503355704,0.004709668421108281
original_kde,,43.70738255033557,0.004796113761359318
original_kde,,44.04093959731544,0.004889445084953388
original_kde,,44.374496644295306,0.004989694472324117
original_kde,,44.70805369127517,0.005096871175249327
original_kde,,45.04161073825504,0.005210964380706704
original_kde,,45.3751677852349,0.005331946211328332
original_kde,,45.70872483221477,0.005459774918179041
original_kde,,46.04228187919463,0.005594398219198701
original_kde,,46.375838926174495,0.005735756734892831
original_kde,,46.709395973154365,0.0058837874717412916
original_kde,,47.042953020134235,0.006038427303325038
original_kde,,47.3765100671141,0.0061996163993392065
original_kde,,47.71006711409396,0.006367301553452502
original_kde,,48.04362416107383,0.006541439362363882
original_kde,,48.37718120805369,0.006721999210367071
original_kde,,48.71073825503356,0.006908966016222939
original_kde,,49.044295302013424,0.007102342702114482
original_kde,,49.37785234899329,0.007302152347870748
original_kde,,49.711409395973156,0.007508439997439091
original_kde,,50.044966442953026,0.0077212740887047165
original_kde,,50.37852348993289,0.007940747482142707
original_kde,,50.71208053691275,0.008166978068381316
original_kde,,51.04563758389262,0.008400108939496814
original_kde,,51.37919463087249,0.008640308113690957
original_kde,,51.71275167785235,0.00888776780786568
original_kde,,52.046308724832215,0.009142703257452091
original_kde,,52.37986577181208,0.009405351087622093
original_kde,,52.71342281879195,0.009675967244664794
original_kde,,53.04697986577182,0.009954824500804413
original_kde,,53.38053691275168,0.010242209550035167
original_kde,,53.71409395973154,0.010538419716619679
original_kde,,54.04765100671141,0.010843759301714122
original_kde,,54.38120805369128,0.011158535597124363
original_kde,,54.714765100671144,0.011483054598445662
original_kde,,55.04832214765101,0.011817616452781902
original_kde,,55.381879194630876,0.012162510678870959
original_kde,,55.715436241610746,0.012518011199755916
original_kde,,56.04899328859061,0.012884371230136301
original_kde,,56.38255033557047,0.013261818062209751
original_kde,,56.716107382550334,0.013650547795176323
original_kde,,57.0496644295302,0.014050720054628348
original_kde,,57.38322147651007,0.014462452748793321
original_kde,,57.716778523489936,0.014885816909040919
original_kde,,58.0503355704698,0.015320831662211428
original_kde,,58.38389261744967,0.015767459382175997
original_kde,,58.71744966442954,0.016225601067601195
original_kde,,59.0510067114094,0.016695091992162337
original_kde,,59.38456375838926,0.01717569767243128
original_kde,,59.718120805369125,0.017667110197353456
original_kde,,60.051677852348995,0.018168944961622146
original_kde,,60.385234899328864,0.01868073784335091
original_kde,,60.71879194630873,0.019201942864233577
original_kde,,61.05234899328859,0.01973193036785855
