series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,7.6,16.88594497354497,7.160559440559443,16.94520441047169,7.160559440559443,16.94520441047169
sorted_curves,1.0,8.2,17.166841269841267,7.570349650349641,17.301807424561968,7.570349650349641,17.301807424561968
sorted_curves,2.0,9.7,19.81415370370371,10.32955710955709,19.11481296357963,10.32955710955709,19.11481296357963
sorted_curves,3.0,10.9,22.6253082010582,14.778974358974331,21.962330752468638,14.778974358974331,21.962330752468638
sorted_curves,4.0,23.0,23.17097973544974,20.25939393939391,25.422470516172954,20.25939393939391,25.422470516172954
sorted_curves,5.0,25.82,27.793624179894177,26.11160839160846,29.073341979636616,26.11160839160846,29.073341979636616
sorted_curves,6.0,35.0,35.827985853775886,28.87762237762245,32.057279351266125,28.87762237762245,32.057279351266125
sorted_curves,7.0,36.5,35.827985853775886,29.01282051282059,27.116748619091442,27.116748619091442,29.01282051282059
sorted_curves,8.0,37.2,35.827985853775886,33.26573426573435,30.546995919322086,30.546995919322086,33.26573426573435
sorted_curves,9.0,37.5,35.827985853775886,37.98974358974381,33.564410842143374,33.564410842143374,37.98974358974381
sorted_curves,10.0,40.0,36.32424465608467,49.652540792541046,42.73912300447601,42.73912300447601,49.652540792541046
sorted_curves,11.0,66.58,36.40127793650796,71.23696969696998,60.62711093018106,60.62711093018106,71.23696969696998
sorted_curves,12.0,121.0,122.23105317460319,105.72587412587447,89.78435314311965,89.78435314311965,105.72587412587447
sorted_curves,13.0,150.0,122.23105317460319,156.10209790209828,132.7668281671529,132.7668281671529,156.10209790209828
