series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,27.0,26.998238515742905,21.85594405594408,23.5267021315211,21.85594405594408,23.5267021315211
sorted_curves,1.0,37.0,36.99823851714624,43.02517482517486,49.270203374769224,43.02517482517486,49.270203374769224
sorted_curves,2.0,50.0,77.70584631781948,58.255944055944106,66.60121059463813,58.255944055944106,66.60121059463813
sorted_curves,3.0,77.0,78.98435010294651,68.59650349650356,77.03886071682669,68.59650349650356,77.03886071682669
sorted_curves,4.0,78.0,80.00039820148919,75.09510489510497,82.10229066703374,75.09510489510497,82.10229066703374
sorted_curves,5.0,79.0,80.56159704678285,78.80000000000021,83.31063737095815,78.80000000000021,83.31063737095815
sorted_curves,6.0,80.0,80.56159704678285,82.27552447552469,82.89214984605844,82.27552447552469,82.89214984605844
sorted_curves,7.0,82.0,80.56159704678285,84.05734265734289,80.1995886255352,80.1995886255352,84.05734265734289
sorted_curves,8.0,82.8,80.56159704678285,84.63193473193495,81.85784861760185,81.85784861760185,84.63193473193495
sorted_curves,9.0,83.0,81.99605338849999,87.86899766899766,83.89191143633437,83.89191143633437,87.86899766899766
sorted_curves,10.0,95.0,83.01045021765218,91.0962703962704,86.55152955896487,86.55152955896487,91.0962703962704
sorted_curves,11.0,96.0,95.00065736168361,94.03216783216781,89.8639745915741,89.8639745915741,94.03216783216781
sorted_curves,12.0,96.1,96.00324252459968,96.39510489510486,93.85651814024295,93.85651814024295,96.39510489510486
sorted_curves,13.0,97.0,96.10039818954442,97.90349650349646,98.55643181105233,97.90349650349646,98.55643181105233
