series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,32.7,66.27777777777777,34.465034965035024,66.3899766899767,34.465034965035024,66.3899766899767
sorted_curves,1.0,50.2,66.27777777777777,47.732867132867185,66.20660450660452,47.732867132867185,66.20660450660452
sorted_curves,2.0,58.0,66.27777777777777,57.30489510489516,66.13807303807305,57.30489510489516,66.13807303807305
sorted_curves,3.0,64.0,66.27777777777777,63.806759906759964,66.17223517223518,63.806759906759964,66.17223517223518
sorted_curves,4.0,66.8,66.27777777777777,67.86410256410264,66.29694379694381,66.29694379694381,67.86410256410264
sorted_curves,5.0,68.0,66.27777777777777,70.10256410256429,66.50005180005196,66.50005180005196,70.10256410256429
sorted_curves,6.0,71.2,66.27777777777777,71.03962703962722,66.78163688163706,66.78163688163706,71.03962703962722
sorted_curves,7.0,72.6,67.63333333333334,72.14498834498853,67.1250194250196,67.1250194250196,72.14498834498853
sorted_curves,8.0,73.0,67.65555555555557,73.02983682983702,67.49248899248917,67.49248899248917,73.02983682983702
sorted_curves,9.0,74.0,67.65555555555557,74.08857808857809,67.86974876974878,67.86974876974878,74.08857808857809
sorted_curves,10.0,75.0,68.25555555555555,75.34242424242424,68.17674177674178,68.17674177674178,75.34242424242424
sorted_curves,11.0,77.2,68.25555555555556,76.9888111888112,68.36594146594146,68.36594146594146,76.9888111888112
sorted_curves,12.0,79.0,68.30000000000001,79.22517482517485,68.38982128982127,68.38982128982127,79.22517482517485
sorted_curves,13.0,82.4,68.30000000000001,82.24895104895107,68.20085470085466,68.20085470085466,82.24895104895107
