layer,x,y
smoothed_profile,0.0,285.92447552447567
smoothed_profile,0.0,281.88671328671336
smoothed_profile,0.0,276.4484848484849
smoothed_profile,0.0,270.62459207459216
smoothed_profile,0.0,265.4298368298369
smoothed_profile,0.0,261.8790209790217
smoothed_profile,0.0,278.5748251748259
smoothed_profile,0.0,278.7018648018655
smoothed_profile,0.0,260.1878787878795
smoothed_profile,0.0,235.40093240093302
smoothed_profile,0.0,243.44988344988406
smoothed_profile,0.0,229.83682983683042
smoothed_profile,0.0,193.05454545454597
smoothed_profile,0.0,177.3447552447557
smoothed_profile,0.0,159.11165501165542
smoothed_profile,0.0,171.26783216783264
smoothed_profile,0.0,202.61748251748307
smoothed_profile,0.0,192.42867132867184
smoothed_profile,0.0,179.14895104895152
smoothed_profile,0.0,207.00675990676044
smoothed_profile,0.0,261.82261072261144
smoothed_profile,0.0,280.1745920745928
smoothed_profile,0.0,270.85291375291445
smoothed_profile,0.0,292.0979020979028
smoothed_profile,0.0,322.5571095571104
smoothed_profile,0.0,341.56876456876546
smoothed_profile,0.0,343.8997668997678
smoothed_profile,0.0,282.6270396270404
smoothed_profile,0.0,221.00000000000057
smoothed_profile,0.0,229.82517482517542
smoothed_profile,0.0,246.78228438228504
smoothed_profile,0.0,259.59044289044357
smoothed_profile,0.0,277.823776223777
smoothed_profile,0.0,281.8976689976697
smoothed_profile,0.0,297.2193473193481
smoothed_profile,0.0,297.7461538461546
smoothed_profile,0.2,286.198368298369
smoothed_profile,0.5,241.279953379954
smoothed_profile,1.0,210.40442890442944
smoothed_profile,1.1,236.95944055944116
smoothed_profile,2.0,270.46177156177225
smoothed_profile,2.1,297.4300699300707
smoothed_profile,3.1,300.1825174825183
smoothed_profile,5.0,304.4923076923085
smoothed_profile,10.0,315.646853146854
smoothed_profile,12.0,309.1016317016325
smoothed_profile,18.0,289.5689976689978
smoothed_profile,20.0,251.75081585081597
smoothed_profile,40.0,191.95641025641032
smoothed_profile,50.0,106.49510489510487
smoothed_profile,100.0,-8.323776223776406
