series,value,density
actual_kde,7.6,0.009238585460380547
actual_kde,8.316575540433497,0.009378801466300376
actual_kde,9.033151080866995,0.009515493487875235
actual_kde,9.749726621300493,0.009648462591716284
actual_kde,10.46630216173399,0.009777514003300666
actual_kde,11.182877702167488,0.00990245757256292
actual_kde,11.899453242600984,0.01002310823139586
actual_kde,12.616028783034483,0.010139286441687951
actual_kde,13.33260432346798,0.010250818632544997
actual_kde,14.049179863901479,0.010357537625368434
actual_kde,14.765755404334975,0.01045928304549035
actual_kde,15.482330944768474,0.010555901719096924
actual_kde,16.19890648520197,0.010647248054206812
actual_kde,16.91548202563547,0.010733184404509495
actual_kde,17.632057566068966,0.010813581414910529
actual_kde,18.34863310650246,0.01088831834767599
actual_kde,19.06520864693596,0.010957283388117411
actual_kde,19.78178418736946,0.011020373928810976
actual_kde,20.498359727802956,0.011077496831400637
actual_kde,21.214935268236452,0.011128568665094544
actual_kde,21.93151080866995,0.011173515921027222
actual_kde,22.64808634910345,0.011212275201726582
actual_kde,23.364661889536947,0.01124479338499521
actual_kde,24.081237429970443,0.011271027761588915
actual_kde,24.79781297040394,0.011290946146152784
actual_kde,25.514388510837442,0.011304526960955396
actual_kde,26.230964051270938,0.011311759292045575
actual_kde,26.947539591704434,0.011312642917542762
actual_kde,27.66411513213793,0.011307188307861791
actual_kde,28.380690672571433,0.011295416597765076
actual_kde,29.09726621300493,0.011277359530229946
actual_kde,29.813841753438425,0.011253059372215622
actual_kde,30.53041729387192,0.011222568802512881
actual_kde,31.246992834305416,0.011185950771959295
actual_kde,31.96356837473892,0.011143278336403915
actual_kde,32.680143915172415,0.011094634462906434
actual_kde,33.39671945560591,0.011040111809757416
actual_kde,34.11329499603941,0.010979812481006839
actual_kde,34.82987053647291,0.010913847756288049
actual_kde,35.546446076906406,0.010842337796822303
actual_kde,36.2630216173399,0.010765411328584846
actual_kde,36.9795971577734,0.010683205303706606
actual_kde,37.6961726982069,0.010595864541274891
actual_kde,38.4127482386404,0.010503541348782019
actual_kde,39.12932377907389,0.010406395125551294
actual_kde,39.845899319507396,0.010304591949545295
actual_kde,40.56247485994089,0.010198304149030534
actual_kde,41.27905040037439,0.010087709860635648
actual_kde,41.995625940807884,0.009972992575396081
actual_kde,42.71220148124138,0.009854340674426474
actual_kde,43.42877702167488,0.009731946955902434
actual_kde,44.14535256210838,0.009606008155065276
actual_kde,44.861928102541874,0.009476724458986539
actual_kde,45.57850364297537,0.00934429901784342
actual_kde,46.29507918340887,0.009208937454461207
actual_kde,47.01165472384237,0.009070847373874532
actual_kde,47.728230264275865,0.008930237874645414
actual_kde,48.44480580470936,0.008787319063652998
actual_kde,49.161381345142864,0.008642301576037206
