series,residual
residual_sample,6.0426217919116425
residual_sample,0.030872793165769963
residual_sample,-0.013007318947984459
residual_sample,-1.9573782080883575
residual_sample,0.10108097254777704
residual_sample,0.1449610846615883
residual_sample,0.0264847819543661
residual_sample,14.042621791911643
residual_sample,-0.3298217284094562
residual_sample,-0.612409650422137
residual_sample,0.15066549923636785
residual_sample,-0.021783341370792186
residual_sample,-18.05737820808838
residual_sample,0.24193613243301115
