series,predicted,residual
point,32.94444444444444,7.055555555555557
point,47.71111111111111,73.28888888888889
point,47.71111111111111,102.28888888888889
point,32.94444444444444,-23.244444444444444
point,30.919999999999998,-22.72
point,27.686666666666667,-20.086666666666666
point,29.164444444444445,-18.264444444444443
point,32.94444444444444,33.635555555555555
point,32.94444444444444,4.555555555555557
point,32.944444444444436,3.5555555555555642
point,32.94444444444444,2.055555555555557
point,27.686666666666667,9.513333333333335
point,32.94444444444444,-7.124444444444443
point,29.164444444444445,-6.164444444444445
