series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,123.4,265.4960311653446,128.61748251748296,265.5305559299867,128.61748251748296,265.5305559299867
sorted_curves,1.0,187.8,269.72778088860116,191.93566433566465,270.30779693458607,191.93566433566465,270.30779693458607
sorted_curves,2.0,258.0,274.66482223240047,234.46806526806552,273.63812149340527,234.46806526806552,273.63812149340527
sorted_curves,3.0,260.0,276.0048763114317,260.1615384615387,275.7746290119981,260.1615384615387,275.7746290119981
sorted_curves,4.0,260.9,276.71016793197447,272.9629370629374,276.9704188959183,272.9629370629374,276.9704188959183
sorted_curves,5.0,269.0,276.7806970940287,276.81911421911497,277.47859055072036,276.81911421911497,277.47859055072036
sorted_curves,6.0,270.0,277.4154595525172,277.68601398601476,277.71861986680256,277.68601398601476,277.71861986680256
sorted_curves,7.0,277.0,277.4859887145715,277.2792540792548,277.6725868472799,277.2792540792548,277.6725868472799
sorted_curves,8.0,285.0,277.83863452484286,281.063403263404,277.83534645202053,277.83534645202053,281.063403263404
sorted_curves,9.0,286.0,278.0502220110057,285.5522144522146,278.01799889733985,278.01799889733985,285.5522144522146
sorted_curves,10.0,293.0,278.19128033511424,290.73682983683,278.14352107735954,278.14352107735954,290.73682983683
sorted_curves,11.0,296.0,278.19128033511424,296.93846153846164,278.21183079025826,278.21183079025826,296.93846153846164
sorted_curves,12.0,297.3,278.19128033511424,304.4783216783217,278.22284583421543,278.22284583421543,304.4783216783217
sorted_curves,13.0,318.1,278.19128033511424,313.6776223776223,278.17648400741047,278.17648400741047,313.6776223776223
