series,value,grid_x,density
original_sample,285.0,,
original_sample,270.0,,
original_sample,260.0,,
original_sample,277.0,,
original_sample,286.0,,
original_sample,296.0,,
original_sample,269.0,,
original_sample,293.0,,
original_sample,187.8,,
original_sample,123.4,,
original_sample,297.3,,
original_sample,258.0,,
original_sample,260.9,,
original_sample,318.1,,
standard_scaled_sample,0.43951844693552383,,
standard_scaled_sample,0.14033247009124494,,
standard_scaled_sample,-0.05912484780494099,,
standard_scaled_sample,0.2799525926185751,,
standard_scaled_sample,0.4594641787251424,,
standard_scaled_sample,0.6589214966213283,,
standard_scaled_sample,0.12038673830162634,,
standard_scaled_sample,0.5990843012524726,,
standard_scaled_sample,-1.4992066830154032,,
standard_scaled_sample,-2.7837118102668406,,
standard_scaled_sample,0.6848509479478327,,
standard_scaled_sample,-0.09901631138417817,,
standard_scaled_sample,-0.041173689194284706,,
standard_scaled_sample,1.0997221691718997,,
minmax_scaled_sample,0.8299948638931689,,
minmax_scaled_sample,0.7529532614278376,,
minmax_scaled_sample,0.7015921931176168,,
minmax_scaled_sample,0.7889060092449922,,
minmax_scaled_sample,0.835130970724191,,
minmax_scaled_sample,0.8864920390344118,,
minmax_scaled_sample,0.7478171545968155,,
minmax_scaled_sample,0.8710837185413456,,
minmax_scaled_sample,0.3307652799178223,,
minmax_scaled_sample,0.0,,
minmax_scaled_sample,0.8931689779147406,,
minmax_scaled_sample,0.6913199794555726,,
minmax_scaled_sample,0.7062146892655365,,
minmax_scaled_sample,1.0,,
scaled::Robust Scale,0.3706688154713943,,
scaled::Robust Scale,-0.11281224818694609,,
scaled::Robust Scale,-0.43513295729250634,,
scaled::Robust Scale,0.11281224818694609,,
scaled::Robust Scale,0.4029008863819503,,
scaled::Robust Scale,0.7252215954875106,,
scaled::Robust Scale,-0.14504431909750212,,
scaled::Robust Scale,0.6285253827558426,,
scaled::Robust Scale,-2.762288477034651,,
scaled::Robust Scale,-4.838033843674459,,
scaled::Robust Scale,0.7671232876712338,,
scaled::Robust Scale,-0.49959709911361844,,
scaled::Robust Scale,-0.40612409347300665,,
scaled::Robust Scale,1.4375503626107995,,
scaled::Max Abs Scale,0.8959446714869537,,
scaled::Max Abs Scale,0.848789688777114,,
scaled::Max Abs Scale,0.8173530336372209,,
scaled::Max Abs Scale,0.8707953473750393,,
scaled::Max Abs Scale,0.899088337000943,,
scaled::Max Abs Scale,0.9305249921408362,,
scaled::Max Abs Scale,0.8456460232631248,,
scaled::Max Abs Scale,0.9210939955988682,,
scaled::Max Abs Scale,0.5903803835271927,,
scaled::Max Abs Scale,0.38792832442628106,,
scaled::Max Abs Scale,0.9346117573090222,,
scaled::Max Abs Scale,0.8110657026092423,,
scaled::Max Abs Scale,0.8201823325998112,,
scaled::Max Abs Scale,1.0,,
scaled::Quantile Normal Scale,0.29338123212119344,,
scaled::Quantile Normal Scale,-0.09655861528963908,,
scaled::Quantile Normal Scale,-0.7363159173761294,,
scaled::Quantile Normal Scale,0.09655861528963935,,
scaled::Quantile Normal Scale,0.5024022233733555,,
scaled::Quantile Normal Scale,1.0200762327862023,,
scaled::Quantile Normal Scale,-0.29338123212119327,,
scaled::Quantile Normal Scale,0.7363159173761297,,
scaled::Quantile Normal Scale,-1.4260768722728474,,
scaled::Quantile Normal Scale,-5.199337582605575,,
scaled::Quantile Normal Scale,1.4260768722728474,,
scaled::Quantile Normal Scale,-1.0200762327862014,,
scaled::Quantile Normal Scale,-0.5024022233733555,,
scaled::Quantile Normal Scale,5.19933758270342,,
scaled::Quantile Uniform Scale,0.6153846153846154,,
scaled::Quantile Uniform Scale,0.46153846153846156,,
scaled::Quantile Uniform Scale,0.23076923076923078,,
scaled::Quantile Uniform Scale,0.5384615384615385,,
scaled::Quantile Uniform Scale,0.6923076923076923,,
scaled::Quantile Uniform Scale,0.8461538461538463,,
scaled::Quantile Uniform Scale,0.38461538461538464,,
scaled::Quantile Uniform Scale,0.7692307692307693,,
scaled::Quantile Uniform Scale,0.07692307692307693,,
scaled::Quantile Uniform Scale,0.0,,
scaled::Quantile Uniform Scale,0.9230769230769231,,
scaled::Quantile Uniform Scale,0.15384615384615385,,
scaled::Quantile Uniform Scale,0.3076923076923077,,
scaled::Quantile Uniform Scale,1.0,,
scaled::Power Yeo Johnson Scale,0.40118877174770806,,
scaled::Power Yeo Johnson Scale,-0.12607571491095376,,
scaled::Power Yeo Johnson Scale,-0.42752527092335024,,
scaled::Power Yeo Johnson Scale,0.10822013247030782,,
scaled::Power Yeo Johnson Scale,0.439785436746076,,
scaled::Power Yeo Johnson Scale,0.8511766820839795,,
scaled::Power Yeo Johnson Scale,-0.15794083268893672,,
scaled::Power Yeo Johnson Scale,0.72280083287873,,
scaled::Power Yeo Johnson Scale,-1.7120618792223006,,
scaled::Power Yeo Johnson Scale,-2.0618128388372385,,
scaled::Power Yeo Johnson Scale,0.9081660344805893,,
scaled::Power Yeo Johnson Scale,-0.48337345458411535,,
scaled::Power Yeo Johnson Scale,-0.40192349570977826,,
scaled::Power Yeo Johnson Scale,1.9393755964692798,,
original_kde,,123.4,0.0010535963026033384
original_kde,,124.70671140939598,0.0010616677336453663
original_kde,,126.01342281879195,0.0010685549024859234
original_kde,,127.32013422818792,0.0010743025646255456
original_kde,,128.6268456375839,0.0010789646966741068
original_kde,,129.93355704697987,0.001082603883662787
original_kde,,131.24026845637584,0.0010852905955182378
original_kde,,132.54697986577182,0.0010871023615510685
original_kde,,133.8536912751678,0.0010881228535830787
original_kde,,135.16040268456376,0.0010884408899826984
original_kde,,136.46711409395974,0.0010881493743661803
original_kde,,137.7738255033557,0.0010873441840256316
original_kde,,139.08053691275168,0.0010861230242392452
original_kde,,140.38724832214766,0.0010845842654825387
original_kde,,141.69395973154363,0.0010828257811741732
original_kde,,143.0006711409396,0.001080943803941987
original_kde,,144.30738255033557,0.0010790318184745993
original_kde,,145.61409395973155,0.001077179508825955
original_kde,,146.92080536912752,0.0010754717775637035
original_kde,,148.2275167785235,0.0010739878534010516
original_kde,,149.53422818791947,0.0010728005029338704
original_kde,,150.84093959731544,0.001071975360832863
original_kde,,152.1476510067114,0.0010715703913311105
original_kde,,153.4543624161074,0.0010716354921206962
original_kde,,154.76107382550336,0.0010722122498522356
original_kde,,156.06778523489933,0.0010733338543449007
original_kde,,157.3744966442953,0.001075025176391467
original_kde,,158.68120805369128,0.001077303011714583
original_kde,,159.98791946308725,0.0010801764912301232
original_kde,,161.29463087248322,0.0010836476553353258
original_kde,,162.6013422818792,0.0010877121874981876
original_kde,,163.90805369127517,0.0010923603000149932
original_kde,,165.21476510067114,0.0010975777624589616
original_kde,,166.52147651006712,0.0011033470610978566
original_kde,,167.8281879194631,0.001109648675443396
original_kde,,169.13489932885906,0.0011164624561399176
original_kde,,170.44161073825504,0.0011237690866308533
original_kde,,171.748322147651,0.001131551609483516
original_kde,,173.05503355704698,0.0011397969969264793
original_kde,,174.36174496644296,0.0011484977440773918
original_kde,,175.66845637583893,0.0011576534625266793
original_kde,,176.9751677852349,0.0011672724514050468
original_kde,,178.28187919463087,0.0011773732228070274
original_kde,,179.58859060402685,0.001187985958472565
original_kde,,180.89530201342282,0.0011991538749435095
original_kde,,182.2020134228188,0.0012109344750084118
original_kde,,183.50872483221477,0.0012234006641201045
original_kde,,184.81543624161074,0.0012366417116062636
original_kde,,186.12214765100674,0.0012507640378804025
original_kde,,187.42885906040271,0.0012658918104840843
original_kde,,188.7355704697987,0.0012821673336325158
original_kde,,190.04228187919466,0.0012997512179751896
original_kde,,191.34899328859063,0.0013188223194990373
original_kde,,192.6557046979866,0.0013395774388704593
original_kde,,193.96241610738258,0.0013622307750101438
original_kde,,195.26912751677855,0.001387013129295415
original_kde,,196.57583892617453,0.0014141708594629372
original_kde,,197.8825503355705,0.0014439645850134783
original_kde,,199.18926174496647,0.0014766676486733935
original_kde,,200.49597315436245,0.001512564341217778
original_kde,,201.80268456375842,0.0015519478996812404
original_kde,,203.1093959731544,0.0015951182916476433
original_kde,,204.41610738255036,0.0016423798008939627
original_kde,,205.72281879194634,0.001694038432140232
original_kde,,207.0295302013423,0.0017503991550026658
original_kde,,208.33624161073828,0.0018117630094363383
