series,actual,residual
point,50.0,-27.15168427128434
point,37.0,-1.3306227513227427
point,27.0,-11.330622751322743
point,97.0,19.84831572871566
point,96.0,8.45239312169305
point,96.1,5.409240476190433
point,95.0,4.136107142857114
point,77.0,-0.15168427128433848
point,78.0,0.020443915343932417
point,79.0,0.6119751322751483
point,82.0,-3.155751322751314
point,80.0,-7.900051587301633
point,82.8,5.648315728715659
point,83.0,-4.168784391534359
