series,thickness_nm,absolute_error
point,0.0,6.808719664885757
point,12.0,0.27221911139884014
point,18.0,5.496031165344618
point,0.0,1.191280335114243
point,1.1,8.584540447482823
point,2.1,19.289832068025532
point,3.1,7.004876311431701
point,0.0,14.808719664885757
point,0.2,90.25022201100569
point,0.5,154.43863452484285
point,1.0,19.814011285428535
point,2.0,18.78069709402871
point,0.0,17.291280335114266
point,5.0,43.435177767599555
