series,residual,kde_x,kde_density
residual_sample,-27.454699363584695,,
residual_sample,-6.744573115520637,,
residual_sample,0.11049000851139823,,
residual_sample,19.545300636415305,,
residual_sample,21.635395542487842,,
residual_sample,24.544572729826513,,
residual_sample,26.253749917165194,,
residual_sample,-0.45469936358469454,,
residual_sample,1.1071360738830407,,
residual_sample,2.9498892300846506,,
residual_sample,7.354477823753982,,
residual_sample,8.163655011092658,,
residual_sample,5.345300636415303,,
residual_sample,19.591186573108665,,
kde,,-27.454699363584695,0.0035698180375762774
kde,,-27.184807658656304,0.003589254563458576
kde,,-26.914915953727913,0.003606981642013633
kde,,-26.64502424879952,0.003623111325267691
kde,,-26.37513254387113,0.003637769519878353
kde,,-26.105240838942738,0.0036510958961687916
kde,,-25.835349134014347,0.0036632437374753413
kde,,-25.565457429085953,0.003674379729973904
kde,,-25.295565724157562,0.0036846836934564
kde,,-25.02567401922917,0.0036943482538258385
kde,,-24.75578231430078,0.003703578458364779
kde,,-24.48589060937239,0.0037125913351052104
kde,,-24.215998904443996,0.0037216153978859214
kde,,-23.946107199515605,0.003730890098924795
kde,,-23.676215494587215,0.0037406652309563185
kde,,-23.406323789658824,0.0037512002811879532
kde,,-23.13643208473043,0.0037627637395116474
kde,,-22.86654037980204,0.0037756323635679584
kde,,-22.59664867487365,0.0037900904033996772
kde,,-22.326756969945258,0.0038064287885489732
kde,,-22.056865265016867,0.003824944280547386
kde,,-21.786973560088477,0.0038459385938214054
kde,,-21.517081855160082,0.003869717488088861
kde,,-21.24719015023169,0.003896589835353446
kde,,-20.9772984453033,0.003926866664617724
kde,,-20.707406740374907,0.003960860187430067
kde,,-20.437515035446516,0.003998882807359746
kde,,-20.167623330518126,0.004041246116458393
kde,,-19.897731625589735,0.004088259881717248
kde,,-19.627839920661344,0.004140231024469689
kde,,-19.357948215732954,0.004197462595619871
kde,,-19.08805651080456,0.0042602527495025164
kde,,-18.81816480587617,0.004328893719098547
kde,,-18.548273100947778,0.004403670795248138
kde,,-18.278381396019384,0.0044848613124189845
kde,,-18.008489691090993,0.004572733643505264
kde,,-17.738597986162603,0.004667546206053748
kde,,-17.468706281234212,0.004769546482239391
kde,,-17.19881457630582,0.004878970054845446
kde,,-16.92892287137743,0.00499603966144375
kde,,-16.659031166449036,0.005120964268921027
kde,,-16.389139461520646,0.005253938170457139
kde,,-16.119247756592255,0.00539514010703292
kde,,-15.849356051663863,0.005544732415527921
kde,,-15.579464346735472,0.0057028602054634055
kde,,-15.30957264180708,0.005869650566452339
kde,,-15.039680936878689,0.006045211808436081
kde,,-14.769789231950297,0.006229632736816348
kde,,-14.499897527021906,0.006422981964629461
kde,,-14.230005822093515,0.006625307263957547
kde,,-13.960114117165123,0.006836634958825809
kde,,-13.690222412236732,0.007056969361895435
kde,,-13.42033070730834,0.007286292257325632
kde,,-13.15043900237995,0.007524562432243796
kde,,-12.880547297451557,0.007771715259327718
kde,,-12.610655592523166,0.00802766233306513
kde,,-12.340763887594775,0.00829229116231177
kde,,-12.070872182666383,0.008565464921816179
kde,,-11.800980477737992,0.008847022265415375
kde,,-11.5310887728096,0.009136777203627308
kde,,-11.26119706788121,0.009434519048370794
kde,,-10.991305362952819,0.00974001242752892
kde,,-10.721413658024424,0.010052997372034873
kde,,-10.451521953096034,0.010373189478097282
kde,,-10.181630248167643,0.010700280147093282
kde,,-9.911738543239252,0.011033936905539124
kde,,-9.641846838310862,0.011373803807398875
kde,,-9.371955133382468,0.011719501920809313
kde,,-9.102063428454077,0.012070629901082777
kde,,-8.832171723525686,0.01242676465159824
kde,,-8.562280018597296,0.012787462073903298
kde,,-8.292388313668901,0.013152257908026805
kde,,-8.02249660874051,0.013520668663642528
kde,,-7.75260490381212,0.01389219264233009
kde,,-7.482713198883729,0.01426631105075093
kde,,-7.212821493955339,0.014642489204096044
kde,,-6.942929789026945,0.015020177818670606
kde,,-6.673038084098554,0.015398814391960374
kde,,-6.403146379170163,0.015777824667979556
kde,,-6.133254674241773,0.016156624185132036
kde,,-5.863362969313378,0.01653461990323174
kde,,-5.593471264384988,0.016911211905727454
kde,,-5.323579559456597,0.017285795172566818
kde,,-5.0536878545282065,0.01765776141851838
kde,,-4.783796149599816,0.0180265009911549
kde,,-4.513904444671422,0.01839140482209005
kde,,-4.244012739743031,0.01875186642446081
kde,,-3.9741210348146403,0.01910728392906415
kde,,-3.7042293298862496,0.019457062150995033
kde,,-3.434337624957859,0.019800614678099297
kde,,-3.164445920029465,0.020137365972055784
kde,,-2.894554215101074,0.02046675347244182
kde,,-2.6246625101726835,0.02078822969372232
kde,,-2.354770805244293,0.021101264304739027
kde,,-2.0848791003158986,0.021405346179969413
kde,,-1.814987395387508,0.021699985411578932
kde,,-1.5450956904591173,0.021984715271110126
kde,,-1.2752039855307267,0.02225909410954228
kde,,-1.005312280602336,0.022522707184419323
kde,,-0.7354205756739418,0.02277516840278476
kde,,-0.46552887074555116,0.02301612196878347
kde,,-0.1956371658171605,0.023245243924993313
kde,,0.07425453911123014,0.023462243576835573
kde,,0.34414624403962435,0.023666864789784373
kde,,0.614037948968015,0.02385888714954977
kde,,0.8839296538964057,0.024038126975948128
kde,,1.1538213588247963,0.02420443818179416
kde,,1.423713063753187,0.02435771296885028
kde,,1.6936047686815812,0.024497882353647252
kde,,1.9634964736099718,0.02462491651684225
kde,,2.2333881785383625,0.02473882497070208
kde,,2.503279883466753,0.02483965654028476
kde,,2.7731715883951438,0.024927499154937145
kde,,3.043063293323538,0.025002479447822745
kde,,3.3129549982519286,0.02506476216233492
kde,,3.5828467031803193,0.025114549365430082
kde,,3.85273840810871,0.02515207946912361
kde,,4.122630113037104,0.02517762606262043
kde,,4.392521817965495,0.02519149655879331
