series,rank,theoretical_quantile,ordered_residual,x,y
empirical_quantile,1,-1.8027430907391904,-27.454699363584695,,
empirical_quantile,2,-1.2418667918433202,-6.744573115520637,,
empirical_quantile,3,-0.9208229763683788,-0.45469936358469454,,
empirical_quantile,4,-0.6744897501960817,0.11049000851139823,,
empirical_quantile,5,-0.463707751457179,1.1071360738830407,,
empirical_quantile,6,-0.2718800053992609,2.9498892300846506,,
empirical_quantile,7,-0.08964235107576254,5.345300636415303,,
empirical_quantile,8,0.08964235107576254,7.354477823753982,,
empirical_quantile,9,0.27188000539926077,8.163655011092658,,
empirical_quantile,10,0.4637077514571792,19.545300636415305,,
empirical_quantile,11,0.6744897501960817,19.591186573108665,,
empirical_quantile,12,0.9208229763683788,21.635395542487842,,
empirical_quantile,13,1.2418667918433206,24.544572729826513,,
empirical_quantile,14,1.8027430907391908,26.253749917165194,,
normal_reference,1,,,-1.8027430907391904,-18.00343820741204
normal_reference,2,,,-1.2418667918433202,-10.136554505008863
normal_reference,3,,,-0.9208229763683788,-5.633575212268162
normal_reference,4,,,-0.6744897501960817,-2.1784910053760163
normal_reference,5,,,-0.463707751457179,0.7779496106802064
normal_reference,6,,,-0.2718800053992609,3.4685367724171683
normal_reference,7,,,-0.08964235107576254,6.024612747786341
normal_reference,8,,,0.08964235107576254,8.539270443650025
normal_reference,9,,,0.27188000539926077,11.095346419019195
normal_reference,10,,,0.4637077514571792,13.785933580756161
normal_reference,11,,,0.6744897501960817,16.74237419681238
normal_reference,12,,,0.9208229763683788,20.197458403704527
normal_reference,13,,,1.2418667918433206,24.70043769644524
normal_reference,14,,,1.8027430907391908,32.567321398848414
quantile_band_lower,1,,,-1.8027430907391904,-30.338601725496392
quantile_band_upper,1,,,-1.8027430907391904,-4.8958026739472045
quantile_band_lower,2,,,-1.2418667918433202,-19.972720796798416
quantile_band_upper,2,,,-1.2418667918433202,-0.2054001731060957
quantile_band_lower,3,,,-0.9208229763683788,-14.396463945674615
quantile_band_upper,3,,,-0.9208229763683788,3.19537088151647
quantile_band_lower,4,,,-0.6744897501960817,-10.374369902290095
quantile_band_upper,4,,,-0.6744897501960817,6.072997591356779
quantile_band_lower,5,,,-0.463707751457179,-7.092626426743814
quantile_band_upper,5,,,-0.463707751457179,8.690823279020416
quantile_band_lower,6,,,-0.2718800053992609,-4.221134733059029
quantile_band_upper,6,,,-0.2718800053992609,11.184522765665228
quantile_band_lower,7,,,-0.08964235107576254,-1.5871863040246437
quantile_band_upper,7,,,-0.08964235107576254,13.645326634661522
quantile_band_lower,8,,,0.08964235107576254,0.9185565567748419
quantile_band_upper,8,,,0.08964235107576254,16.151069495461016
quantile_band_lower,9,,,0.27188000539926077,3.3793604257711385
quantile_band_upper,9,,,0.27188000539926077,18.785017924495396
quantile_band_lower,10,,,0.4637077514571792,5.873059912415947
quantile_band_upper,10,,,0.4637077514571792,21.656509618180174
quantile_band_lower,11,,,0.6744897501960817,8.49088560007958
quantile_band_upper,11,,,0.6744897501960817,24.938253093726463
quantile_band_lower,12,,,0.9208229763683788,11.368512309919893
quantile_band_upper,12,,,0.9208229763683788,28.960347137110983
quantile_band_lower,13,,,1.2418667918433206,14.769283364542463
quantile_band_upper,13,,,1.2418667918433206,34.53660398823478
quantile_band_lower,14,,,1.8027430907391908,19.459685865383562
quantile_band_upper,14,,,1.8027430907391908,44.90248491693275
