series,residual
residual_sample,-27.454699363584695
residual_sample,-6.744573115520637
residual_sample,0.11049000851139823
residual_sample,19.545300636415305
residual_sample,21.635395542487842
residual_sample,24.544572729826513
residual_sample,26.253749917165194
residual_sample,-0.45469936358469454
residual_sample,1.1071360738830407
residual_sample,2.9498892300846506
residual_sample,7.354477823753982
residual_sample,8.163655011092658
residual_sample,5.345300636415303
residual_sample,19.591186573108665
