series,thickness_nm,residual
point,0.0,-33.80983169579437
point,12.0,-43.63746654575962
point,18.0,-52.05128397074225
point,0.0,13.190168304205628
point,1.1,12.480968442958812
point,2.1,12.845332205461702
point,3.1,12.009695967964603
point,0.0,-6.809831695794372
point,0.2,-5.756958943293796
point,0.5,-4.677649814542917
point,1.0,-1.5454679332914765
point,2.0,-3.2811041707885806
point,0.0,-1.0098316957943752
point,5.0,0.5119871167201069
