series,value
raw_sample,0.0
raw_sample,12.0
raw_sample,18.0
raw_sample,0.0
raw_sample,1.1
raw_sample,2.1
raw_sample,3.1
raw_sample,0.0
raw_sample,0.2
raw_sample,0.5
raw_sample,1.0
raw_sample,2.0
raw_sample,0.0
raw_sample,5.0
